archetype_key,archetype_label_ja,catalog_rg_low_in,catalog_total_diff_in,catalog_intermediate_diff_in,drill_angle_deg,pin_pap_in,val_angle_deg,pap_rg_in,rg_low_in,rg_mid_in,rg_high_in,total_diff_in,int_diff_in,performance_diff_in,effective_flare_diff_in,flare_utilization_pct,removed_mass_oz
symmetric_high,対称・高RG差,2.48,0.055,0,90,6,40,2.521651360742886,2.478777252474034,2.5205939575132765,2.533037117107514,0.05425986463347998,0.012443159594237585,0.05566834945219086,0.013035449700253452,23.41626764315793,2.4119385087480647
symmetric_high,対称・高RG差,2.48,0.055,0,90,6,70,2.5216519539243225,2.4820497224552716,2.521570169860028,2.528857502802761,0.04680778034748956,0.0072873329427332045,0.04737165315330545,0.0067007634252699115,14.145090954678563,2.4119385087480647
asymmetric_medium,非対称・中RG差,2.5,0.045,0.015,10,1,20,2.490220024229533,2.4880829114540663,2.5302838211413268,2.539184806782974,0.05110189532890752,0.008900985641647097,0.05187129506383495,0.019382342090795982,37.3662197308613,2.4119385087480647
asymmetric_medium,非対称・中RG差,2.5,0.045,0.015,10,1,40,2.4902207663677394,2.4889253341392843,2.52725809004911,2.5413715734039117,0.05244623926462744,0.01411348335480156,0.05431204677977814,0.014760205966323369,27.176670446931116,2.4119385087480647
asymmetric_medium,非対称・中RG差,2.5,0.045,0.015,10,1,70,2.4902198877865476,2.489852381414168,2.5238787780012903,2.5438206070855243,0.05396822567135606,0.01994182908423392,0.057534736719126595,0.008389648317928877,14.58188356520255,2.4119385087480647
asymmetric_medium,非対称・中RG差,2.5,0.045,0.015,10,2,20,2.4969665503512224,2.4899432369673287,2.5302650219533103,2.5373793892516283,0.04743615228429965,0.007114367298318047,0.04796668391284355,0.033402551656809686,69.6369832809431,2.4119385087480647
asymmetric_medium,非対称・中RG差,2.5,0.045,0.015,10,2,40,2.4969665179550486,2.491700028117852,2.527528442832436,2.5383820492455733,0.04668202112772146,0.010853606413137484,0.04792715168607803,0.028846041667568607,60.18726473984862,2.4119385087480647
asymmetric_medium,非対称・中RG差,2.5,0.045,0.015,10,2,70,2.4969668058611902,2.493652249872538,2.5238082853254107,2.5401658737770383,0.04651362390450009,0.016357588451627603,0.04930606360968297,0.023782536478603455,48.23450654440993,2.4119385087480647
asymmetric_medium,非対称・中RG差,2.5,0.045,0.015,10,3,20,2.5065741554317715,2.4920720600247472,2.5291900383401646,2.536360887658934,0.044288827634186845,0.007170849318769434,0.044865591862397275,0.0413689450592527,92.20639546254334,2.4119385087480647
asymmetric_medium,非対称・中RG差,2.5,0.045,0.015,10,3,40,2.5065727872254575,2.494757991429159,2.5273873006691847,2.535517349878689,0.04075935844953005,0.008130049209504442,0.041562278587274785,0.03688513307798837,88.74665762257216,2.4119385087480647
