drill_angle_deg,pin_pap_in,val_angle_deg,angle_sum_deg,source_timing_guide_pct,mass_after_lb,removed_mass_oz,com_shift_in,pap_rg_in,pap_inertia_lb_in2,rg_low_in,rg_mid_in,rg_high_in,total_diff_in,int_diff_in,performance_diff_in,effective_flare_diff_in,flare_utilization_pct,pap_to_pin_deg,pap_to_psa_deg
10,4,50,60,76.92307692307693,14.849253843203247,2.4119385087480647,0.03081506651049725,2.501220499709823,92.89847618979258,2.4791554164745357,2.5087770133848957,2.5201930715110783,0.04103765503654255,0.011416058126182627,0.04259595654564699,0.04060383049898684,95.32320387141597,53.329405015085335,37.82413008917072
10,4,60,70,69.23076923076923,14.849253843203247,2.4119385087480647,0.030812690308142054,2.501220561445312,92.89848077566012,2.4805911614463803,2.5076683740882952,2.519883709191243,0.039292547744862905,0.012215335102947922,0.04114752386182725,0.03894279506405094,94.6418919272524,53.329405015085335,37.82413008917072
10,4,70,80,61.53846153846154,14.849253843203247,2.4119385087480647,0.03081396625905089,2.5012205674405914,92.89848122100456,2.481577171851272,2.5068516169045876,2.5197255100903893,0.03814833823911723,0.012873893185801677,0.04026205206103539,0.03768796431552552,93.60666529960352,53.329405015085335,37.82413008917072
10,4.5,20,30,100,14.849253843203247,2.4119385087480647,0.030814342379368025,2.5067658635783503,93.31085640169351,2.4747493760461254,2.510052823352116,2.52325132291907,0.0485019468729444,0.013198499566953625,0.05026568651958109,0.04279986544917881,85.14728120246811,59.99558064197102,31.47911670743113
10,4.5,30,40,92.3076923076923,14.849253843203247,2.4119385087480647,0.03081781755834171,2.5067665224654374,93.31090545400215,2.4765466345415583,2.509652018046628,2.5218861940542143,0.045339559512656,0.01223417600758614,0.04696116181895708,0.040472505218318494,86.18293000149058,59.99558064197102,31.47911670743113
10,4.5,40,50,84.61538461538461,14.849253843203247,2.4119385087480647,0.030812910446186146,2.5067648649650582,93.31078205773957,2.478417610270318,2.5089590530183337,2.52073752793562,0.042319917665301965,0.011778474917286452,0.04392844070275069,0.038242690387503726,87.05679003331677,59.99558064197102,31.47911670743113
10,4.5,50,60,76.92307692307693,14.849253843203247,2.4119385087480647,0.030814383032951097,2.5067656322369456,93.31083917897325,2.4802085273151993,2.508059996910826,2.51987055159372,0.039662024278520835,0.011810554682893937,0.0413831532364029,0.03620795189671977,87.49442482036207,59.99558064197102,31.47911670743113
10,4.5,60,70,69.23076923076923,14.849253843203247,2.4119385087480647,0.030815766800397888,2.5067660142640853,93.31086761982569,2.4817335535160243,2.5071546184206643,2.519269934322575,0.03753638080655053,0.012115315901910506,0.03944313328651086,0.034466874184458686,87.38371248068671,59.99558064197102,31.47911670743113
10,4.5,70,80,61.53846153846154,14.849253843203247,2.4119385087480647,0.03081703791512527,2.5067663824958286,93.31089503365351,2.4827601851730883,2.5065358619892346,2.5188740325973935,0.036113847424305234,0.012338170608158894,0.038163338818059854,0.03312441013412323,86.79641551291085,59.99558064197102,31.47911670743113
10,5,20,30,100,14.849253843203247,2.4119385087480647,0.030813613684897594,2.5115995300231306,93.67105630258902,2.475280525425572,2.509017260635776,2.523760227313206,0.04847970188763373,0.014742966677429692,0.05067185176767906,0.03647311317563204,71.97904142689401,66.66175626885669,25.27983393947039
